Date;Company;Adress;Province;Fuel;Prize
02.01.2022;PKN ORLEN; Gronostajowa 1, Gdańsk;pomorskie;95;5,75
02.01.2022;PKN ORLEN; Brzeska 42, Bochnia;małopolskie;95;5,53
02.01.2022;PKN ORLEN; Słupska, Miastko;pomorskie;95;5,99
02.01.2022;PKN ORLEN; Wojska Polskiego 17, Świętochłowice;śląskie;95;5,75
02.01.2022;PKN ORLEN; Rawicka 2 (w pobliżu DK94), Wrocław;dolnośląskie;95;5,75
02.01.2022;PKN ORLEN; Wojska Polskiego 17, Świętochłowice;śląskie;98;5,99
02.01.2022;PKN ORLEN; Poznańska 40, Krobia;wielkopolskie;98;5,99
02.01.2022;PKN ORLEN; Tarnogórska 3, Tworóg;śląskie;98;6,02
02.01.2022;PKN ORLEN; Adama Mickiewicza, Starogard Gdański;pomorskie;ON;5,79
02.01.2022;PKN ORLEN; Muchoborska 9, Wrocław;dolnośląskie;ON;5,79
02.01.2022;PKN ORLEN; Żółkiewskiego 12, Radom;mazowieckie;ON;5,79
02.01.2022;PKN ORLEN; Tadeusza Kościuszki , Gniew;pomorskie;ON;5,71
02.01.2022;PKN ORLEN; Brzeska 16, Niepołomice;małopolskie;ON;5,61
02.01.2022;PKN ORLEN; Wojska Polskiego 17, Świętochłowice;śląskie;ON+;5,99
02.01.2022;PKN ORLEN; Poznańska 40, Krobia;wielkopolskie;ON+;5,99
02.01.2022;PKN ORLEN; Tarnogórska 3, Tworóg;śląskie;ON+;6,09
02.01.2022;PKN ORLEN; Tadeusza Kościuszki 35, Żory;śląskie;ON+;5,89
02.01.2022;PKN ORLEN; Wrocławska, Września;wielkopolskie;LPG;3,18
02.01.2022;PKN ORLEN; Brzeska 42, Bochnia;małopolskie;LPG;3,08
02.01.2022;PKN ORLEN; Wojska Polskiego 17, Świętochłowice;śląskie;LPG;3,17
02.01.2022;PKN ORLEN; Bartkowa 294, Gródek nad Dunajcem;małopolskie;LPG;3,21
02.01.2022;PKN ORLEN; Lubelska 47, Puławy;lubelskie;LPG;3,22
02.01.2022;Shell; Żdżary 17H, Goleniów;zachodniopomorskie;100;5,85
02.01.2022;Shell; Śląska 10, Świętochłowice;śląskie;95;5,75
02.01.2022;Shell; Śląska 10, Świętochłowice;śląskie;ON;5,79
02.01.2022;Shell; Jana Kasprowicza 6/8, Zgierz;łódzkie;LPG;3,44
02.01.2022;Shell; Warszawska 2, Kałuszyn;mazowieckie;LPG;3,28
02.01.2022;BP; Wojska Polskiego 119, Bełchatów;łódzkie;95;5,63
02.01.2022;BP; Kocmyrzowska 43, Kraków;małopolskie;95;5,77
02.01.2022;BP; Kasprowicza 1, Pruszcz Gdański;pomorskie;95;5,79
02.01.2022;BP; Gdańska 20, Zabrze;śląskie;ON;5,89
02.01.2022;BP; Henryka Sienkiewicza 14, Mielec;podkarpackie;ON;5,79
02.01.2022;BP; DK7 (Krakowska 24), Mogilany;małopolskie;ON;5,89
02.01.2022;BP; Okrzei 89, Włocławek;kujawsko-pomorskie;LPG;3,24
02.01.2022;BP; Na Czekaj 13, Bibice;małopolskie;LPG;3,38
02.01.2022;Circle K (Statoil); Aleja Matki Bożej Fatimskiej 103, Tarnów;małopolskie;LPG;3,11
02.01.2022;Circle K (Statoil); Jana Pawła II 56, Białystok;podlaskie;95;5,76
02.01.2022;Circle K (Statoil); Katowicka 1, Żory;śląskie;95;5,51
02.01.2022;Circle K (Statoil); Aleja Rodowicza 6, Warszawa;mazowieckie;ON;5,68
02.01.2022;Circle K (Statoil); Cieśle 50, Oleśnica;dolnośląskie;ON;5,64
03.01.2022;PKN ORLEN; Tadeusza Kościuszki 56, Kutno;łódzkie;95;5,73
03.01.2022;PKN ORLEN; Lwowska 140, Nowy Sącz;małopolskie;95;5,75
03.01.2022;PKN ORLEN; Podłopień 303, Tymbark;małopolskie;95;5,70
03.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;95;5,75
03.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;95;5,73
03.01.2022;PKN ORLEN; Ślężna 129A, Wrocław;dolnośląskie;98;5,99
03.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;98;5,99
03.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;98;5,99
03.01.2022;PKN ORLEN; 1 Maja 3A, Szklarska Poręba;dolnośląskie;98;5,99
03.01.2022;PKN ORLEN; Rzeszowska , Dębica;podkarpackie;98;5,94
03.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON;5,79
03.01.2022;PKN ORLEN; Kościelna, Poznań;wielkopolskie;ON;5,77
03.01.2022;PKN ORLEN; Rzeszowska , Dębica;podkarpackie;ON;5,64
03.01.2022;PKN ORLEN; Kolberga 2 , Opoczno;łódzkie;ON;5,79
03.01.2022;PKN ORLEN; 1 Maja 3A, Szklarska Poręba;dolnośląskie;ON;5,79
03.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON+;5,99
03.01.2022;PKN ORLEN; Kościelna, Poznań;wielkopolskie;ON+;5,99
03.01.2022;PKN ORLEN; Rzeszowska , Dębica;podkarpackie;ON+;5,94
03.01.2022;PKN ORLEN; Zawadzka 40, Łomża;podlaskie;ON+;5,99
03.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;ON+;5,97
03.01.2022;PKN ORLEN; Józefa Wybickiego 3A, Kraków;małopolskie;LPG;3,02
03.01.2022;PKN ORLEN; Sandomierska, Kielce;świętokrzyskie;LPG;3,13
03.01.2022;PKN ORLEN; Powstańców Śląskich 1a, Oświęcim;małopolskie;LPG;3,08
03.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;LPG;3,21
03.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;LPG;3,23
03.01.2022;Shell; Grunwaldzka 66, Kielce;świętokrzyskie;98;6,25
03.01.2022;Shell; Aleja Tysiąclecia Państwa Polskiego 72, Białystok;podlaskie;ON+;5,77
03.01.2022;Shell; Ks. Piotra Ściegiennego 58, Katowice;śląskie;100;5,74
03.01.2022;Shell; Pułtuska 65, Ciechanów;mazowieckie;100;5,54
03.01.2022;Shell; Żyrardowska 47, Sochaczew;mazowieckie;ON;5,85
03.01.2022;Shell; Lechicka 2, Poznań;wielkopolskie;LPG;3,09
03.01.2022;BP; Jarosława Dąbrowskiego 18, Gliwice;śląskie;95;5,75
03.01.2022;BP; Człuchowska , Chojnice;pomorskie;95;5,75
03.01.2022;BP; Fieldorfa-Nila 41A, Warszawa;mazowieckie;95;5,75
03.01.2022;BP; Krakowska 150, Skarżysko-Kamienna;świętokrzyskie;95;5,67
03.01.2022;BP; Bulwarowa 1, Kraków;małopolskie;95;6,05
03.01.2022;BP; Płochocińska 93, Warszawa;mazowieckie;95+;5,73
03.01.2022;BP; Modlińska 195, Warszawa;mazowieckie;95+;5,74
03.01.2022;BP; Człuchowska , Chojnice;pomorskie;98;6,11
03.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON;5,79
03.01.2022;BP; Lwowska 120, Tarnów;małopolskie;ON;5,78
03.01.2022;BP; Brzeska 14, Bochnia;małopolskie;ON;5,62
03.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON+;6,09
03.01.2022;BP; Człuchowska , Chojnice;pomorskie;LPG;3,24
03.01.2022;Circle K (Statoil); Rzgowska 211, Łódź;łódzkie;LPG;3,08
03.01.2022;Circle K (Statoil); Karkonoska 52, Wrocław;dolnośląskie;LPG;3,11
03.01.2022;Circle K (Statoil); Aleje Jerozolimskie 228, Warszawa;mazowieckie;LPG;3,19
04.01.2022;PKN ORLEN; Sobieskiego 16, Legionowo;mazowieckie;95;5,75
04.01.2022;PKN ORLEN; Zgorzelecka 24, Bolesławiec;dolnośląskie;95;5,75
04.01.2022;PKN ORLEN; Cieszkowskiego 13B, Bolesławiec;dolnośląskie;95;5,75
04.01.2022;PKN ORLEN; Brzeska 16, Niepołomice;małopolskie;95;5,55
04.01.2022;PKN ORLEN; Ignacego Mościckiego 166 , Tarnów;małopolskie;95;5,67
04.01.2022;PKN ORLEN; Zgorzelecka 24, Bolesławiec;dolnośląskie;98;5,99
04.01.2022;PKN ORLEN; Cieszkowskiego 13B, Bolesławiec;dolnośląskie;98;5,99
04.01.2022;PKN ORLEN; Adama Mickiewicza, Starogard Gdański;pomorskie;98;5,99
04.01.2022;PKN ORLEN; Wielkie Przedmieście 1A, Olesno;opolskie;98;5,99
04.01.2022;PKN ORLEN; Adama Mickiewicza, Starogard Gdański;pomorskie;ON;5,74
04.01.2022;PKN ORLEN; Franciszka Hynka 2, Warszawa;mazowieckie;ON;5,79
04.01.2022;PKN ORLEN; Aleja Józefa Piłsudskiego 2, Płock;mazowieckie;ON;5,79
04.01.2022;PKN ORLEN; Wielkie Przedmieście 1A, Olesno;opolskie;ON;5,74
04.01.2022;PKN ORLEN; Zamkowa, Rakoniewice;wielkopolskie;ON;5,70
04.01.2022;PKN ORLEN; Adama Mickiewicza, Starogard Gdański;pomorskie;ON+;5,97
04.01.2022;PKN ORLEN; Wielkie Przedmieście 1A, Olesno;opolskie;ON+;5,99
04.01.2022;PKN ORLEN; Zgorzelecka 24, Bolesławiec;dolnośląskie;ON+;5,99
04.01.2022;PKN ORLEN; Cieszkowskiego 13B, Bolesławiec;dolnośląskie;ON+;5,99
04.01.2022;PKN ORLEN; Czarna 1, Zgierz;łódzkie;ON+;5,99
04.01.2022;PKN ORLEN; Lubelska, Janów Lubelski;lubelskie;LPG;3,08
04.01.2022;PKN ORLEN; Zgorzelecka 24, Bolesławiec;dolnośląskie;LPG;3,20
04.01.2022;PKN ORLEN; Cieszkowskiego 13B, Bolesławiec;dolnośląskie;LPG;3,20
04.01.2022;PKN ORLEN; Adama Mickiewicza, Starogard Gdański;pomorskie;LPG;3,14
04.01.2022;PKN ORLEN; Pamiątkowa 2, Międzyrzecz;lubuskie;LPG;3,15
04.01.2022;Shell; Gubińska 6, Wrocław;dolnośląskie;98;5,75
04.01.2022;Shell; Cieszyńska 160, Bielsko-Biała;śląskie;98;5,77
04.01.2022;Shell; Zręcińska 2a, Krosno;podkarpackie;98;5,99
04.01.2022;Shell; Rokicińska 192, Łódź;łódzkie;98;5,68
04.01.2022;Shell; Gen. Jarosława Dąbrowskiego 133, Łódź;łódzkie;98;5,68
04.01.2022;Shell; Pszczyńska 24, Mikołów;śląskie;ON+;6,28
04.01.2022;Shell; Aleja Piłsudskiego 98, Łódź;łódzkie;100;5,66
04.01.2022;Shell; Gubińska 6, Wrocław;dolnośląskie;100;5,73
04.01.2022;Shell; Trakt Św. Wojciecha 223, Gdańsk;pomorskie;100;5,79
04.01.2022;Shell; Wiśniowa 87, Wrocław;dolnośląskie;100;5,75
04.01.2022;Shell; Gdańska 23, Polkowice;dolnośląskie;100;5,75
04.01.2022;Shell; Pszczyńska 24, Mikołów;śląskie;95;5,75
04.01.2022;Shell; Spółdzielcza 15, Bolesławiec;dolnośląskie;95;5,79
04.01.2022;Shell; Grunwaldzka 560, Gdańsk;pomorskie;95;4,95
04.01.2022;Shell; Kluczborska 41, Olesno;opolskie;95;5,71
04.01.2022;Shell; Pszczyńska 24, Mikołów;śląskie;ON;5,79
04.01.2022;Shell; Spółdzielcza 15, Bolesławiec;dolnośląskie;ON;5,83
04.01.2022;Shell; Stanisława Stojałowskiego 1, Kraków;małopolskie;ON;5,77
04.01.2022;Shell; Kluczborska 41, Olesno;opolskie;ON;5,74
04.01.2022;Shell; Pszczyńska 24, Mikołów;śląskie;LPG;3,16
04.01.2022;Shell; Spółdzielcza 15, Bolesławiec;dolnośląskie;LPG;3,24
04.01.2022;Shell; Kluczborska 41, Olesno;opolskie;LPG;3,13
04.01.2022;Shell; Pułtuska 65, Ciechanów;mazowieckie;LPG;2,99
04.01.2022;BP; Aleja 29 Listopada 125, Kraków;małopolskie;95;5,72
04.01.2022;BP; Kelles Krauza 1B, Radom;mazowieckie;95;5,73
04.01.2022;BP; Kolonia Łaszczówka, Tomaszów Lubelski;lubelskie;95;5,75
04.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;95;5,76
04.01.2022;BP; Aleje Jerozolimskie 202, Warszawa;mazowieckie;95;5,75
04.01.2022;BP; Pułkownika Dąbka 74, Elbląg;warmińsko-mazurskie;98;6,02
04.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;98;6,14
04.01.2022;BP; Aleje Jerozolimskie 144c, Warszawa;mazowieckie;ON;5,79
04.01.2022;BP; Kolonia Łaszczówka, Tomaszów Lubelski;lubelskie;ON;5,79
04.01.2022;BP; Zakopiańska 107, Kraków;małopolskie;ON;5,79
04.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;ON;5,81
04.01.2022;BP; Skurów 84, Grójec;mazowieckie;ON;5,77
04.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;ON+;6,11
04.01.2022;BP; Poznańska 26/30, Łowicz;łódzkie;LPG;3,15
04.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;LPG;3,10
04.01.2022;BP; DK32 (Trasa Północna, ul. Świebodzińska 2), Zielona Góra;lubuskie;LPG;3,05
04.01.2022;Circle K (Statoil); Tadeusza Kościuszki 1, Bolesławiec;dolnośląskie;LPG;3,23
04.01.2022;Circle K (Statoil); Tadeusza Kościuszki 1, Bolesławiec;dolnośląskie;95;5,75
04.01.2022;Circle K (Statoil); Tadeusza Kościuszki 1, Bolesławiec;dolnośląskie;ON;5,82
04.01.2022;Circle K (Statoil); Leonharda 9, Olsztyn;warmińsko-mazurskie;ON;5,81
04.01.2022;Circle K (Statoil); Tadeusza Kościuszki 1, Bolesławiec;dolnośląskie;98;6,09
04.01.2022;Circle K (Statoil); Tadeusza Kościuszki 1, Bolesławiec;dolnośląskie;ON+;6,09
05.01.2022;PKN ORLEN; Beskidzka 60, Tychy;śląskie;95;5,63
05.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;95;5,69
05.01.2022;PKN ORLEN; Brzeska 16, Niepołomice;małopolskie;95;5,63
05.01.2022;PKN ORLEN; Lubelska 47, Puławy;lubelskie;95;5,62
05.01.2022;PKN ORLEN; Kusocińskiego 4, Świdnik;lubelskie;95;5,69
05.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;98;5,99
05.01.2022;PKN ORLEN; Okrzei 125 , Krasnystaw;lubelskie;98;5,99
05.01.2022;PKN ORLEN; Leśna 15, Wronki;wielkopolskie;98;5,99
05.01.2022;PKN ORLEN; Tuligłowy 168, Krasnystaw;lubelskie;98;5,99
05.01.2022;PKN ORLEN; Szosowa 1, Dąbrowa Górnicza;śląskie;98;5,96
05.01.2022;PKN ORLEN; Wieniawskiego 68, Wałbrzych;dolnośląskie;ON;5,76
05.01.2022;PKN ORLEN; Tuligłowy 168, Krasnystaw;lubelskie;ON;5,75
05.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;ON;5,75
05.01.2022;PKN ORLEN; Władysława Łokietka 4, Brzeg;opolskie;ON;5,99
05.01.2022;PKN ORLEN; Kłodzka 5, Polanica-Zdrój;dolnośląskie;ON;5,74
05.01.2022;PKN ORLEN; DW812, Siennica Nadolna;lubelskie;ON+;5,95
05.01.2022;PKN ORLEN; Tuligłowy 168, Krasnystaw;lubelskie;ON+;5,95
05.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;ON+;5,95
05.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;ON+;5,68
05.01.2022;PKN ORLEN; Okrzei 125 , Krasnystaw;lubelskie;ON+;6,05
05.01.2022;PKN ORLEN; Św. Antoniego 92/94, Tomaszów Mazowiecki;łódzkie;LPG;3,15
05.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;LPG;3,03
05.01.2022;PKN ORLEN; Okrzei 125 , Krasnystaw;lubelskie;LPG;3,21
05.01.2022;PKN ORLEN; T.Michałka , Leżajsk;podkarpackie;LPG;3,09
05.01.2022;PKN ORLEN; Tuligłowy 168, Krasnystaw;lubelskie;LPG;3,18
05.01.2022;Shell; Budowlanych 63, Tychy;śląskie;98;6,19
05.01.2022;Shell; Puławska 332/334, Warszawa;mazowieckie;100;5,71
05.01.2022;Shell; Bułgarska 119, Poznań;wielkopolskie;95;5,74
05.01.2022;Shell; Puławska 437, Warszawa;mazowieckie;LPG;3,21
05.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;95;5,76
05.01.2022;BP; Ignacego Paderewskiego 8, Zawiercie;śląskie;95;5,72
05.01.2022;BP; Radzymińska 295, Warszawa;mazowieckie;95;5,75
05.01.2022;BP; Aleje Jerozolimskie 202, Warszawa;mazowieckie;ON;5,54
05.01.2022;BP; Marcina Kromera 16-28, Wrocław;dolnośląskie;ON;5,75
05.01.2022;BP; Kwiatkowskiego 227, Tarnów;małopolskie;ON;5,73
05.01.2022;BP; Wesoła 23A, Bolesławiec;dolnośląskie;LPG;3,19
05.01.2022;BP; Wyszyńskiego 3, Olsztyn;warmińsko-mazurskie;LPG;3,25
05.01.2022;BP; Wielącza Wieś 100C, Szczebrzeszyn;lubelskie;LPG;3,13
05.01.2022;BP; Nadbrzezie 1A, Kraków;małopolskie;LPG;2,43
05.01.2022;BP; Jabłoniowa 51, Gdańsk;pomorskie;LPG;3,19
05.01.2022;Circle K (Statoil); Wilsona 2, Przemyśl;podkarpackie;LPG;3,06
05.01.2022;Circle K (Statoil); Partyzantów 44, Bielsko-Biała;śląskie;LPG;3,19
06.01.2022;PKN ORLEN; Erazma Jerzmanowskiego 39, Kraków;małopolskie;95;5,75
06.01.2022;PKN ORLEN; Filomatów/Ostrobramska 6, Warszawa;mazowieckie;95;5,67
06.01.2022;PKN ORLEN; Warszawska 129K, Wieruszów;łódzkie;95;5,75
06.01.2022;PKN ORLEN; Żółkiewskiego 12, Radom;mazowieckie;95;5,73
06.01.2022;PKN ORLEN; Kcyńska 25, Gdynia;pomorskie;95;5,75
06.01.2022;PKN ORLEN; Kołobrzeska 28A, Gdańsk;pomorskie;ON;5,75
06.01.2022;PKN ORLEN; Filomatów/Ostrobramska 6, Warszawa;mazowieckie;LPG;3,13
06.01.2022;PKN ORLEN; DK9, Widełka;podkarpackie;LPG;2,97
06.01.2022;Shell; Gubińska 6, Wrocław;dolnośląskie;100;5,73
06.01.2022;Shell; Mińska 41, Wrocław;dolnośląskie;ON;5,83
06.01.2022;Shell; Gen. Jarosława Dąbrowskiego 133, Łódź;łódzkie;ON;5,73
06.01.2022;Shell; Wilczyńskiego 31, Olsztyn;warmińsko-mazurskie;ON;5,79
06.01.2022;Shell; Krakowska, Jaworzno;śląskie;ON;5,69
06.01.2022;BP; DW468 (Morska 40), Gdynia;pomorskie;95;5,72
06.01.2022;BP; Płochocińska 93, Warszawa;mazowieckie;95;5,76
06.01.2022;BP; Józefa Piłsudskiego 2j, Dąbrowa Górnicza;śląskie;ON;5,77
06.01.2022;BP; Rybnicka 150, Gliwice;śląskie;ON;5,78
06.01.2022;BP; Mławska 9, Ciechanów;mazowieckie;ON;5,70
06.01.2022;BP; DW964, Staniątki;małopolskie;ON+;5,67
06.01.2022;BP; Rybnicka 31, Gliwice;śląskie;LPG;3,14
06.01.2022;BP; Pomianowska 2a, Brzesko;małopolskie;LPG;3,09
06.01.2022;Circle K (Statoil); Jana Pawła II 15, Lublin;lubelskie;95;5,60
06.01.2022;Circle K (Statoil); Dmowskiego 5, Wrocław;dolnośląskie;95;5,95
06.01.2022;Circle K (Statoil); Dmowskiego 5, Wrocław;dolnośląskie;ON+;5,35
06.01.2022;Circle K (Statoil); Sucha 15 C, Wrocław;dolnośląskie;ON+;6,05
07.01.2022;PKN ORLEN; Goleniowska 99, Szczecin;zachodniopomorskie;95;5,72
07.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;95;5,75
07.01.2022;PKN ORLEN; Kasprowicza 12, Wojkowice;śląskie;95;5,59
07.01.2022;PKN ORLEN; Warszawska 2, Gołdap;warmińsko-mazurskie;95;5,75
07.01.2022;PKN ORLEN; Polna 10, Toruń;kujawsko-pomorskie;95;5,74
07.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;98;5,99
07.01.2022;PKN ORLEN; Bolesława Krzywoustego 172, Wrocław;dolnośląskie;98;5,99
07.01.2022;PKN ORLEN; Warszawska 246, Poznań;wielkopolskie;98;5,96
07.01.2022;PKN ORLEN; Poznańska 4, Swarzędz;wielkopolskie;98;5,99
07.01.2022;PKN ORLEN; Poznańska 110, Gniezno;wielkopolskie;98;5,99
07.01.2022;PKN ORLEN; Ludwika Zamenhofa 140, Poznań;wielkopolskie;ON;5,76
07.01.2022;PKN ORLEN; Boh. Getta 9, Kamienna Góra;dolnośląskie;ON;5,79
07.01.2022;PKN ORLEN; Warszawska 246, Poznań;wielkopolskie;ON;5,76
07.01.2022;PKN ORLEN; Bałtycka 4A, Poznań;wielkopolskie;ON;5,79
07.01.2022;PKN ORLEN; Poznańska 110, Gniezno;wielkopolskie;ON;5,78
07.01.2022;PKN ORLEN; Warszawska 246, Poznań;wielkopolskie;ON+;5,96
07.01.2022;PKN ORLEN; Bałtycka 4A, Poznań;wielkopolskie;ON+;5,99
07.01.2022;PKN ORLEN; Poznańska 110, Gniezno;wielkopolskie;ON+;5,99
07.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;ON+;5,95
07.01.2022;PKN ORLEN; Ks. Waresiaka 11, Milicz;dolnośląskie;ON+;5,99
07.01.2022;PKN ORLEN; Gwiezdna, Legnica;dolnośląskie;LPG;3,11
07.01.2022;PKN ORLEN; Tarnowska 32 , Nowy Sącz;małopolskie;LPG;3,18
07.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;LPG;3,14
07.01.2022;PKN ORLEN; Śmigielska 62, Kościan;wielkopolskie;LPG;3,05
07.01.2022;PKN ORLEN; Gęsia 7, Lublin;lubelskie;LPG;3,15
07.01.2022;Shell; Poznańska 8, Swarzędz;wielkopolskie;98;6,16
07.01.2022;Shell; Poznańska 8, Swarzędz;wielkopolskie;ON+;6,26
07.01.2022;Shell; Bałtycka, Poznań;wielkopolskie;ON+;5,84
07.01.2022;Shell; Aleja Jana Pawła II 5, Częstochowa;śląskie;100;5,74
07.01.2022;Shell; Poznańska 8, Swarzędz;wielkopolskie;100;6,66
07.01.2022;Shell; Poznańska 8, Swarzędz;wielkopolskie;95;5,72
07.01.2022;Shell; Traktorzystów, Warszawa;mazowieckie;95;5,69
07.01.2022;Shell; Bałtycka, Poznań;wielkopolskie;95;5,67
07.01.2022;Shell; Poznańska 8, Swarzędz;wielkopolskie;ON;5,77
07.01.2022;Shell; Oświęcimska 25, Tychy;śląskie;ON;5,69
07.01.2022;Shell; Bałtycka, Poznań;wielkopolskie;ON;5,69
07.01.2022;Shell; Poznańska 8, Swarzędz;wielkopolskie;LPG;3,25
07.01.2022;Shell; Beskidzka, Tychy;śląskie;LPG;3,17
07.01.2022;BP; Bałtycka 37, Poznań;wielkopolskie;95;5,75
07.01.2022;BP; Poznańska 45, Swarzędz;wielkopolskie;95;5,72
07.01.2022;BP; Dziekanowice 14a, Lednogóra;wielkopolskie;95;5,76
07.01.2022;BP; Kiszkowska 7, Gniezno;wielkopolskie;95;5,79
07.01.2022;BP; Bałtycka 37, Poznań;wielkopolskie;98;6,11
07.01.2022;BP; Poznańska 45, Swarzędz;wielkopolskie;98;6,07
07.01.2022;BP; Dziekanowice 14a, Lednogóra;wielkopolskie;98;6,49
07.01.2022;BP; Kiszkowska 7, Gniezno;wielkopolskie;98;6,54
07.01.2022;BP; Bałtycka 37, Poznań;wielkopolskie;ON;5,79
07.01.2022;BP; Aleje Jerozolimskie 249C, Michałowice;mazowieckie;ON;5,79
07.01.2022;BP; Poznańska 45, Swarzędz;wielkopolskie;ON;5,77
07.01.2022;BP; Dziekanowice 14a, Lednogóra;wielkopolskie;ON;5,82
07.01.2022;BP; Kiszkowska 7, Gniezno;wielkopolskie;ON;5,84
07.01.2022;BP; Bałtycka 37, Poznań;wielkopolskie;ON+;6,09
07.01.2022;BP; Poznańska 45, Swarzędz;wielkopolskie;ON+;6,06
07.01.2022;BP; Dziekanowice 14a, Lednogóra;wielkopolskie;ON+;6,29
07.01.2022;BP; Kiszkowska 7, Gniezno;wielkopolskie;ON+;6,39
07.01.2022;BP; Bałtycka 37, Poznań;wielkopolskie;LPG;3,21
07.01.2022;BP; Poznańska 45, Swarzędz;wielkopolskie;LPG;3,25
07.01.2022;BP; Dziekanowice 14a, Lednogóra;wielkopolskie;LPG;3,25
07.01.2022;BP; Kiszkowska 7, Gniezno;wielkopolskie;LPG;3,19
07.01.2022;Circle K (Statoil); Żwirki i Wigury 8, Gniezno;wielkopolskie;LPG;3,19
07.01.2022;Circle K (Statoil); Żwirki i Wigury 8, Gniezno;wielkopolskie;95;5,74
07.01.2022;Circle K (Statoil); Proszenie 1C, Wolbórz;łódzkie;95;5,73
07.01.2022;Circle K (Statoil); Krakowska 144C, Skarżysko-Kamienna;świętokrzyskie;ON;5,70
07.01.2022;Circle K (Statoil); Wodzisławska 32, Żory;śląskie;ON;5,74
07.01.2022;Circle K (Statoil); Żwirki i Wigury 8, Gniezno;wielkopolskie;ON;5,78
07.01.2022;Circle K (Statoil); Żwirki i Wigury 8, Gniezno;wielkopolskie;98;6,09
07.01.2022;Circle K (Statoil); Żwirki i Wigury 8, Gniezno;wielkopolskie;ON+;6,23
08.01.2022;PKN ORLEN; Oławska 194, Jelcz-Laskowice;dolnośląskie;95;5,75
08.01.2022;PKN ORLEN; Leśna 2B, Lubartów;lubelskie;95;5,63
08.01.2022;PKN ORLEN; Mazowiecka 78, Książenice;mazowieckie;95;5,67
08.01.2022;PKN ORLEN; 428, Jaksice;małopolskie;95;5,89
08.01.2022;PKN ORLEN; Sikorskiego 60, Głogów;dolnośląskie;95;5,75
08.01.2022;PKN ORLEN; DW468 (Śląska 45/47), Gdynia;pomorskie;ON;5,99
08.01.2022;PKN ORLEN; Smardzów 30A, Smardzów;dolnośląskie;ON;5,69
08.01.2022;PKN ORLEN; Wrocławska 36a, Zielona Góra;lubuskie;ON;5,92
08.01.2022;PKN ORLEN; Morska 495, Gdynia;pomorskie;ON;5,99
08.01.2022;PKN ORLEN; Al. Szajnowicza Iwanowa, Kielce;świętokrzyskie;ON;5,02
08.01.2022;PKN ORLEN; Piskorzowska 3, Pieszyce;dolnośląskie;ON+;5,84
08.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;LPG;3,03
08.01.2022;PKN ORLEN; Mazowiecka 78, Książenice;mazowieckie;LPG;3,15
08.01.2022;PKN ORLEN; DK19 (Krakowska 291), Rzeszów;podkarpackie;LPG;3,11
08.01.2022;PKN ORLEN; 1-go Maja 105, Kołbiel;mazowieckie;LPG;2,91
08.01.2022;PKN ORLEN; Pelplińska 7, Bydgoszcz;kujawsko-pomorskie;LPG;3,13
08.01.2022;Shell; Jana Kasprowicza 6/8, Zgierz;łódzkie;LPG;3,29
08.01.2022;BP; Kapelanka 2, Kraków;małopolskie;95;5,63
08.01.2022;BP; Aleja Górnośląska 55, Katowice;śląskie;95;5,76
08.01.2022;BP; Modlińska 29, Warszawa;mazowieckie;95;5,76
08.01.2022;BP; Przemysłowa 48, Tychy;śląskie;95;5,71
08.01.2022;BP; Henryka Sienkiewicza 14, Mielec;podkarpackie;ON;5,79
08.01.2022;BP; Mławska 9, Ciechanów;mazowieckie;LPG;3,05
