Date;Company;Adress;Province;Fuel;Prize
25.01.2022;Shell; Mikołowska 23A, Katowice;śląskie;ON+;5,90
25.01.2022;Shell; Chylońska 110A, Gdynia;pomorskie;100;5,89
25.01.2022;Shell; Brzeska 43, Siedlce;mazowieckie;100;5,89
25.01.2022;Shell; Puławska 437, Warszawa;mazowieckie;100;5,81
25.01.2022;Shell; Małopanewska 2, Wrocław;dolnośląskie;100;5,82
25.01.2022;Shell; Stawiszyńska 28, Kalisz;wielkopolskie;95;5,88
25.01.2022;Shell; Powstańców Śląskich, Wrocław;dolnośląskie;ON;5,78
25.01.2022;Shell; Franciszka Walczaka 41, Gorzów Wielkopolski;lubuskie;LPG;3,11
25.01.2022;BP; Wrocławska 118, Bytom;śląskie;95;5,90
25.01.2022;BP; Grabiszyńska 266, Wrocław;dolnośląskie;95;5,90
25.01.2022;BP; Radzymińska 295, Warszawa;mazowieckie;95;5,93
25.01.2022;BP; Radzymińska 295, Warszawa;mazowieckie;LPG;3,19
25.01.2022;BP; DW809 (Bohaterów Września 27), Lublin;lubelskie;LPG;2,99
25.01.2022;Circle K (Statoil); Józefa Piłsudskiego 110, Poznań;wielkopolskie;LPG;3,08
25.01.2022;Circle K (Statoil); Zabrzańska 17, Bytom;śląskie;95;5,91
25.01.2022;Circle K (Statoil); Okulickiego 140 A, Stalowa Wola;podkarpackie;95;5,69
25.01.2022;Circle K (Statoil); Józefa Piłsudskiego 110, Poznań;wielkopolskie;95;5,83
25.01.2022;Circle K (Statoil); Źródłowa 14, Kielce;świętokrzyskie;95;5,83
25.01.2022;Circle K (Statoil); Gen. Jarosława Dąbrowskiego 32, Oświęcim;małopolskie;95;5,80
25.01.2022;Circle K (Statoil); Władysława Sikorskiego 19, Starogard Gdański;pomorskie;ON;5,83
25.01.2022;Circle K (Statoil); Korytnica 14, Piotrków Trybunalski;łódzkie;ON;5,89
25.01.2022;Circle K (Statoil); Wodzisławska 32, Żory;śląskie;ON;5,89
25.01.2022;Circle K (Statoil); Józefa Piłsudskiego 110, Poznań;wielkopolskie;ON;5,89
25.01.2022;Circle K (Statoil); Józefa Piłsudskiego 110, Poznań;wielkopolskie;98;6,13
25.01.2022;Circle K (Statoil); Okulickiego 140 A, Stalowa Wola;podkarpackie;98;5,99
25.01.2022;Circle K (Statoil); Józefa Piłsudskiego 110, Poznań;wielkopolskie;ON+;6,29
26.01.2022;PKN ORLEN; Warszawska 2, Gołdap;warmińsko-mazurskie;95;5,85
26.01.2022;PKN ORLEN; Ignacego Daszyńskiego, Bogatynia;dolnośląskie;95;5,80
26.01.2022;PKN ORLEN; Lotników Polskich 60, Świdnik;lubelskie;95;5,82
26.01.2022;PKN ORLEN; Stefana Wyszyńskiego 29, Bydgoszcz;kujawsko-pomorskie;95;5,89
26.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;95;5,90
26.01.2022;PKN ORLEN; Ślężna 129A, Wrocław;dolnośląskie;98;6,08
26.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;98;6,14
26.01.2022;PKN ORLEN; Budowlanych 61, Gdańsk;pomorskie;ON;5,97
26.01.2022;PKN ORLEN; Zakopiańska 58, Kraków;małopolskie;ON;5,97
26.01.2022;PKN ORLEN; Fordońska 419, Bydgoszcz;kujawsko-pomorskie;ON;5,97
26.01.2022;PKN ORLEN; 82 F, Nowe Zduny;łódzkie;ON;5,90
26.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON;5,97
26.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON+;6,14
26.01.2022;PKN ORLEN; Chwaliszewska, Krotoszyn;wielkopolskie;ON+;6,17
26.01.2022;PKN ORLEN; Czarna 1, Zgierz;łódzkie;ON+;6,17
26.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;LPG;3,18
26.01.2022;PKN ORLEN; Toszecka 8, Gliwice;śląskie;LPG;2,99
26.01.2022;PKN ORLEN; 1-go Maja 105, Kołbiel;mazowieckie;LPG;3,00
26.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;98;6,37
26.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;ON+;6,39
26.01.2022;Shell; Kolejowa 2, Wałbrzych;dolnośląskie;100;5,74
26.01.2022;Shell; Josepha Conrada 36 , Kraków;małopolskie;100;5,94
26.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;100;6,77
26.01.2022;Shell; Puławska 332/334, Warszawa;mazowieckie;100;5,81
26.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;95;5,81
26.01.2022;Shell; Poznańska 377, Płochocin;mazowieckie;95;5,89
26.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;ON;5,91
26.01.2022;Shell; Królewska 69, Grodzisk Mazowiecki;mazowieckie;ON;5,84
26.01.2022;Shell; Puławska 437, Warszawa;mazowieckie;LPG;3,21
26.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;LPG;3,16
26.01.2022;Shell; Poznańska 377, Płochocin;mazowieckie;LPG;3,17
26.01.2022;BP; Modlińska 195, Warszawa;mazowieckie;95;5,90
26.01.2022;BP; Człuchowska , Chojnice;pomorskie;95;5,93
26.01.2022;BP; Teatralna/Henryka Sienkiewicza, Sosnowiec;śląskie;95;5,89
26.01.2022;BP; Kątna 1, Łódź;łódzkie;95+;5,83
26.01.2022;BP; Człuchowska , Chojnice;pomorskie;98;6,28
26.01.2022;BP; Hutnicza 15a, Gdynia;pomorskie;98;6,33
26.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON;5,97
26.01.2022;BP; Aleja Jana Pawła II 36, Łódź;łódzkie;ON;5,72
26.01.2022;BP; DW637 (Aleja Solidarności 10), Węgrów;mazowieckie;ON;5,94
26.01.2022;BP; Człuchowska , Chojnice;pomorskie;LPG;3,18
26.01.2022;Circle K (Statoil); Górnośląska 16, Piasek;śląskie;LPG;3,03
26.01.2022;Circle K (Statoil); Partyzantów 44, Bielsko-Biała;śląskie;95;5,77
26.01.2022;Circle K (Statoil); Śliwy 2, Olsztyn;warmińsko-mazurskie;95;5,86
26.01.2022;Circle K (Statoil); Hutnicza 27, Bytom;śląskie;ON;5,97
27.01.2022;PKN ORLEN; Wojska Polskiego 8, Świebodzin;lubuskie;95;5,94
27.01.2022;PKN ORLEN; Kościuszki 24, Kostrzyn;wielkopolskie;95;5,76
27.01.2022;PKN ORLEN; Al. Roździeńskiego 194, Katowice;śląskie;95;5,93
27.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;95;5,94
27.01.2022;PKN ORLEN; Leśna 15, Wronki;wielkopolskie;98;6,18
27.01.2022;PKN ORLEN; Dąbrówki, Dąbrówki;podkarpackie;98;6,16
27.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;98;6,18
27.01.2022;PKN ORLEN; Wielkie Przedmieście 1A, Olesno;opolskie;98;6,17
27.01.2022;PKN ORLEN; ul. Zamojska 101, Tomaszów Lubelski;lubelskie;ON;5,97
27.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON;5,97
27.01.2022;PKN ORLEN; Wielkie Przedmieście 1A, Olesno;opolskie;ON;5,97
27.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON+;6,17
27.01.2022;PKN ORLEN; Wielkie Przedmieście 1A, Olesno;opolskie;ON+;6,17
27.01.2022;PKN ORLEN; Mełgiewska , Lublin;lubelskie;LPG;2,99
27.01.2022;PKN ORLEN; Pszczyńska 318, Gliwice;śląskie;LPG;3,15
27.01.2022;PKN ORLEN; Rzeszowska , Dębica;podkarpackie;LPG;3,09
27.01.2022;PKN ORLEN; Erazma Jerzmanowskiego 39, Kraków;małopolskie;LPG;3,15
27.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;LPG;3,18
27.01.2022;Shell; Gen. Jarosława Dąbrowskiego 133, Łódź;łódzkie;ON+;5,95
27.01.2022;Shell; Trakt Lwowski , Garwolin;mazowieckie;ON+;5,99
27.01.2022;Shell; Emilli Plater 7, Zgorzelec;dolnośląskie;ON+;5,98
27.01.2022;Shell; Wał Miedzeszyński 219, Warszawa;mazowieckie;ON+;6,02
27.01.2022;Shell; Rozdzieńskiego 210, Katowice;śląskie;ON+;6,05
27.01.2022;Shell; Kluczborska 41, Olesno;opolskie;95;5,87
27.01.2022;Shell; DK46 (Główna 114), Częstochowa;śląskie;95;5,93
27.01.2022;Shell; Gostyńska 1, Kościan;wielkopolskie;ON;5,97
27.01.2022;Shell; Kluczborska 41, Olesno;opolskie;ON;6,02
27.01.2022;Shell; Sokratesa 11, Warszawa;mazowieckie;ON;5,89
27.01.2022;Shell; Zgierska 255, Łódź;łódzkie;ON;6,03
27.01.2022;Shell; Aleja Solidarności 2B, Kielce;świętokrzyskie;ON;5,85
27.01.2022;Shell; Kluczborska 41, Olesno;opolskie;LPG;3,02
27.01.2022;BP; Człuchowska , Chojnice;pomorskie;95;5,93
27.01.2022;BP; Modlińska 54, Warszawa;mazowieckie;95;5,93
27.01.2022;BP; Transportowa 8, Słubice;lubuskie;95;5,89
27.01.2022;BP; Jana PawłaII 30, Bytom;śląskie;95;5,91
27.01.2022;BP; Człuchowska , Chojnice;pomorskie;98;6,29
27.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON;5,97
27.01.2022;BP; Warszawska 61, Płońsk;mazowieckie;ON;5,99
27.01.2022;BP; Braci Mieroszewskich 2H, Sosnowiec;śląskie;ON;5,99
27.01.2022;BP; DW902 (Aleja Powstań Śląskich 45), Ruda Śląska;śląskie;ON;5,99
27.01.2022;BP; Kwiatkowskiego 227, Tarnów;małopolskie;ON;5,99
27.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON+;5,97
27.01.2022;BP; Człuchowska , Chojnice;pomorskie;LPG;3,18
27.01.2022;BP; Wyszyńskiego 3, Olsztyn;warmińsko-mazurskie;LPG;3,19
27.01.2022;BP; Sandomierska 265C, Nisko;podkarpackie;LPG;2,91
27.01.2022;BP; Jabłoniowa 51, Gdańsk;pomorskie;LPG;3,19
27.01.2022;Circle K (Statoil); Batorego 29, Chorzów;śląskie;95;5,94
27.01.2022;Circle K (Statoil); Józefa Piłsudskiego 39A, Mława;mazowieckie;95;5,69
27.01.2022;Circle K (Statoil); Aleja Włókniarzy 202, Łódź;łódzkie;98;6,18
28.01.2022;PKN ORLEN; 1 Maja, Słubice;lubuskie;95;5,99
28.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;95;5,93
28.01.2022;PKN ORLEN; Szosowa 1, Dąbrowa Górnicza;śląskie;95;5,91
28.01.2022;PKN ORLEN; Marii Konopnickiej, Kielce;świętokrzyskie;95;5,84
28.01.2022;PKN ORLEN; Wielkopolska 239, Gdynia;pomorskie;95;5,85
28.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;98;6,18
28.01.2022;PKN ORLEN; Szosowa 1, Dąbrowa Górnicza;śląskie;98;6,18
28.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;98;6,28
28.01.2022;PKN ORLEN; Józefa Wybickiego 3A, Kraków;małopolskie;ON;5,97
28.01.2022;PKN ORLEN; Dąbrowszczaków 15, Gdańsk;pomorskie;ON;5,85
28.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;ON;5,99
28.01.2022;PKN ORLEN; Szosowa 1, Dąbrowa Górnicza;śląskie;ON;5,95
28.01.2022;PKN ORLEN; Grunwaldzka 7 A, Głuchołazy;opolskie;ON;6,78
28.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;ON+;6,22
28.01.2022;PKN ORLEN; DK94 (Bytomska 2), w pobliżu A1, Wieszowa;śląskie;ON+;6,02
28.01.2022;PKN ORLEN; Szosowa 1, Dąbrowa Górnicza;śląskie;ON+;6,15
28.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;ON+;6,21
28.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;LPG;3,13
28.01.2022;PKN ORLEN; Szosowa 1, Dąbrowa Górnicza;śląskie;LPG;3,09
28.01.2022;PKN ORLEN; Mikołaja Kopernika 1, Żagań;lubuskie;LPG;3,16
28.01.2022;PKN ORLEN; Wiejska 13, Lidzbark Warmiński;warmińsko-mazurskie;LPG;3,05
28.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;LPG;3,09
28.01.2022;Shell; Obrońców Westerplatte 22, Ruda Śląska;śląskie;95;5,75
28.01.2022;Shell; Zakopiańska 48, Kraków;małopolskie;ON;5,95
28.01.2022;Shell; Rybnicka 15, Wodzisław Śląski;śląskie;LPG;3,22
28.01.2022;BP; Połczyńska 33A, Warszawa;mazowieckie;95;5,89
28.01.2022;BP; DW902 (Aleja Powstań Śląskich 45), Ruda Śląska;śląskie;95;5,98
28.01.2022;BP; Kościuszki, Proszowice;małopolskie;95;5,95
28.01.2022;BP; Radomska 2a, Pionki;mazowieckie;95;5,84
28.01.2022;BP; Kasprowicza 1, Pruszcz Gdański;pomorskie;95;6,33
28.01.2022;BP; Stasin 104 F, Motycz;lubelskie;ON+;6,19
28.01.2022;BP; Aleja Niepodległości 664/670, Sopot;pomorskie;LPG;3,24
28.01.2022;BP; Wojska Polskiego 127, Pruszków;mazowieckie;LPG;3,16
28.01.2022;BP; Kościuszki, Proszowice;małopolskie;LPG;3,09
28.01.2022;BP; Szewo 51A, Lubień Kujawski;kujawsko-pomorskie;LPG;3,43
28.01.2022;Circle K (Statoil); 26 Marca 59, Wodzisław Śląski;śląskie;95;5,91
28.01.2022;Circle K (Statoil); Harklowa 48, Harklowa;małopolskie;95;5,89
28.01.2022;Circle K (Statoil); Budowlanych 1, Tychy;śląskie;ON;5,89
28.01.2022;Circle K (Statoil); Harklowa 48, Harklowa;małopolskie;ON;5,66
29.01.2022;PKN ORLEN; Lotników Polskich 60, Świdnik;lubelskie;95;5,94
29.01.2022;PKN ORLEN; Suwalska 75, Ełk;warmińsko-mazurskie;95;5,90
29.01.2022;PKN ORLEN; Muchoborska 9, Wrocław;dolnośląskie;95;5,88
29.01.2022;PKN ORLEN; Ślężna 129A, Wrocław;dolnośląskie;95;5,85
29.01.2022;PKN ORLEN; Świdnicka 60, Świebodzice;dolnośląskie;95;5,93
29.01.2022;PKN ORLEN; 1 Maja 50 , Wisła;śląskie;98;6,18
29.01.2022;PKN ORLEN; os.Kolorowe 10 a , Kraków;małopolskie;98;6,23
29.01.2022;PKN ORLEN; Przemysłowa 2, Stalowa Wola;podkarpackie;ON;5,97
29.01.2022;PKN ORLEN; Dąbrowskiego 74, Rumia;pomorskie;ON;5,86
29.01.2022;PKN ORLEN; Ślężna 129A, Wrocław;dolnośląskie;ON;5,88
29.01.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;ON;5,99
29.01.2022;PKN ORLEN; Czarna 1, Zgierz;łódzkie;ON+;6,17
29.01.2022;PKN ORLEN; Ślężna 129A, Wrocław;dolnośląskie;LPG;3,09
29.01.2022;PKN ORLEN; Kusocińskiego 4, Świdnik;lubelskie;LPG;2,99
29.01.2022;PKN ORLEN; Pszczyńska 52, Gliwice;śląskie;LPG;3,05
29.01.2022;PKN ORLEN; Krakowska 5, Brzesko;małopolskie;LPG;3,12
29.01.2022;PKN ORLEN; Kopernika 56, Ciechocinek;kujawsko-pomorskie;LPG;3,12
29.01.2022;Shell; Aleja Pokoju 65, Kraków;małopolskie;100;6,33
29.01.2022;Shell; DK46 (Główna 114), Częstochowa;śląskie;95;5,94
29.01.2022;Shell; Traktorzystów, Warszawa;mazowieckie;ON;5,86
29.01.2022;Shell; Nizinna 1, Białe Błota;kujawsko-pomorskie;LPG;3,23
29.01.2022;Shell; Katowicka 126, Rzgów;łódzkie;LPG;3,09
29.01.2022;BP; DW713 (Warszawska 84), Tomaszów Mazowiecki;łódzkie;95;5,89
29.01.2022;BP; Kopernika 11, Tychy;śląskie;95;5,96
29.01.2022;BP; Marcina Kromera 16-28, Wrocław;dolnośląskie;ON;5,99
29.01.2022;BP; Zakopiańska 107, Kraków;małopolskie;LPG;3,15
29.01.2022;BP; DW713 (Warszawska 84), Tomaszów Mazowiecki;łódzkie;LPG;3,19
29.01.2022;BP; DW809 (Bohaterów Września 27), Lublin;lubelskie;LPG;2,99
29.01.2022;BP; Kasprowicza 1, Pruszcz Gdański;pomorskie;LPG;3,13
29.01.2022;BP; Nadwiślańska 2, Warszawa;mazowieckie;LPG;3,18
29.01.2022;Circle K (Statoil); Rzgowska 211, Łódź;łódzkie;LPG;3,06
29.01.2022;Circle K (Statoil); Ochocza 2, Warszawa;mazowieckie;LPG;3,19
29.01.2022;Circle K (Statoil); Osiedle Dywizjonu 303 21a, Kraków;małopolskie;95;6,26
29.01.2022;Circle K (Statoil); Harklowa 48, Harklowa;małopolskie;95;5,89
30.01.2022;PKN ORLEN; DK94 (Bytomska 2), w pobliżu A1, Wieszowa;śląskie;95;5,88
30.01.2022;PKN ORLEN; Dreglin 39 , Glinojeck;mazowieckie;95;5,91
30.01.2022;PKN ORLEN; Zakopiańska 289, Kraków;małopolskie;95;5,87
30.01.2022;PKN ORLEN; Dąbrowszczaków 15, Gdańsk;pomorskie;95;5,87
30.01.2022;PKN ORLEN; Piaskowa 1, Racibórz;śląskie;95;5,82
30.01.2022;PKN ORLEN; Poznańska 40, Krobia;wielkopolskie;98;6,18
30.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;98;6,18
30.01.2022;PKN ORLEN; Słupska, Miastko;pomorskie;ON;5,89
30.01.2022;PKN ORLEN; Męczenników 1, Działdowo;warmińsko-mazurskie;ON;5,95
30.01.2022;PKN ORLEN; Spółdzielcza 40, Jelenia Góra;dolnośląskie;ON;6,17
30.01.2022;PKN ORLEN; Sandomierska 18B, Nisko;podkarpackie;ON;5,81
30.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;ON;5,99
30.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;ON+;6,21
30.01.2022;PKN ORLEN; DK5, Rogowo;kujawsko-pomorskie;LPG;3,06
30.01.2022;PKN ORLEN; Kwiatowa 20 , Kępno;wielkopolskie;LPG;3,09
30.01.2022;PKN ORLEN; DW786 (Aleja Jerzego Szajnowicza-Iwanowa 22), Kielce;świętokrzyskie;LPG;3,13
30.01.2022;PKN ORLEN; Lutomierska 143, Łódź;łódzkie;LPG;3,10
30.01.2022;Shell; Bolesława Krzywoustego 309, Poznań;wielkopolskie;ON;5,84
30.01.2022;Shell; Jana Kasprowicza 6/8, Zgierz;łódzkie;LPG;3,29
30.01.2022;Shell; Biznesowa 3, Brzesko;małopolskie;LPG;3,09
30.01.2022;Shell; Odrzańska 66, Sulechów;lubuskie;LPG;3,16
30.01.2022;BP; Mikułowice 283, Busko-Zdrój;świętokrzyskie;95;5,88
30.01.2022;BP; Fieldorfa-Nila 41A, Warszawa;mazowieckie;95;5,93
30.01.2022;BP; Starogrodzka 25, Gryfice;zachodniopomorskie;95;5,99
30.01.2022;Circle K (Statoil); Al. Krakowska 81A, Wólka Kosowska;mazowieckie;95;5,86
31.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;95;5,94
31.01.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;95;5,94
31.01.2022;PKN ORLEN; Kawaleryjska , Białystok;podlaskie;95;5,93
31.01.2022;PKN ORLEN; Filomatów/Ostrobramska 6, Warszawa;mazowieckie;95;5,81
31.01.2022;PKN ORLEN; Chemików 7, Płock;mazowieckie;95;5,00
31.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;98;6,18
31.01.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;98;6,07
31.01.2022;PKN ORLEN; Lwówecka 3, Gryfów Śląski;dolnośląskie;98;5,99
31.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON;5,97
31.01.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;ON;5,98
31.01.2022;PKN ORLEN; Warszawska 220, Mińsk Mazowiecki;mazowieckie;ON;6,17
31.01.2022;PKN ORLEN; Trakt Lubelski 63, Warszawa;mazowieckie;ON;5,97
31.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON+;6,17
31.01.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;ON+;6,09
31.01.2022;PKN ORLEN; Pszczyńska 52, Gliwice;śląskie;LPG;3,07
31.01.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;LPG;3,18
31.01.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;LPG;3,18
31.01.2022;PKN ORLEN; Aleja Murckowska 22, Katowice;śląskie;LPG;3,09
31.01.2022;PKN ORLEN; Kawaleryjska , Białystok;podlaskie;LPG;3,05
31.01.2022;Shell; Brygady Pancernej Wojska Polskiego 30, Wejherowo;pomorskie;100;5,92
31.01.2022;Shell; Hallera 2, Grudziądz;kujawsko-pomorskie;ON;5,97
31.01.2022;Shell; Pułtuska 65, Ciechanów;mazowieckie;LPG;2,99
31.01.2022;BP; Człuchowska , Chojnice;pomorskie;95;5,93
31.01.2022;BP; Człuchowska , Chojnice;pomorskie;98;6,29
31.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON;5,99
31.01.2022;BP; Brzeska 14, Bochnia;małopolskie;ON;5,99
31.01.2022;BP; Człuchowska , Chojnice;pomorskie;ON+;6,29
31.01.2022;BP; Człuchowska , Chojnice;pomorskie;LPG;3,18
31.01.2022;Circle K (Statoil); 190, Olszyny;małopolskie;LPG;2,99
31.01.2022;Circle K (Statoil); Pstrowskiego 10, Olsztyn;warmińsko-mazurskie;95;5,94
31.01.2022;Circle K (Statoil); Okrzei 73, Włocławek;kujawsko-pomorskie;95;5,94
31.01.2022;Circle K (Statoil); Jana Pawła II 56, Białystok;podlaskie;95;5,79
01.02.2022;PKN ORLEN; św. Rocha 215, Częstochowa;śląskie;95;5,25
01.02.2022;PKN ORLEN; Nowotoruńska 26, Bydgoszcz;kujawsko-pomorskie;95;5,21
01.02.2022;PKN ORLEN; Ignacego Mościckiego 166 , Tarnów;małopolskie;95;5,16
01.02.2022;PKN ORLEN; Trocka 2, Warszawa;mazowieckie;95;5,16
01.02.2022;PKN ORLEN; Łódzka 31, Kalisz;wielkopolskie;95;5,18
01.02.2022;PKN ORLEN; Lotników Polskich 60, Świdnik;lubelskie;98;5,43
01.02.2022;PKN ORLEN; Grunwaldzka 181, Bydgoszcz;kujawsko-pomorskie;98;5,43
01.02.2022;PKN ORLEN; Grunwaldzka 142, Bydgoszcz;kujawsko-pomorskie;98;5,43
01.02.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;98;5,54
01.02.2022;PKN ORLEN; Leśna 15, Wronki;wielkopolskie;98;5,42
01.02.2022;PKN ORLEN; Słupska, Miastko;pomorskie;ON;5,16
01.02.2022;PKN ORLEN; Lotników Polskich 60, Świdnik;lubelskie;ON;5,24
01.02.2022;PKN ORLEN; Prudnicka, Krapkowice;opolskie;ON;5,13
01.02.2022;PKN ORLEN; Grunwaldzka 181, Bydgoszcz;kujawsko-pomorskie;ON;5,24
01.02.2022;PKN ORLEN; Grunwaldzka 142, Bydgoszcz;kujawsko-pomorskie;ON;5,24
01.02.2022;PKN ORLEN; Lotników Polskich 60, Świdnik;lubelskie;ON+;5,42
01.02.2022;PKN ORLEN; Chełmińska 173, Grudziądz;kujawsko-pomorskie;ON+;5,32
01.02.2022;PKN ORLEN; Gdańska 66, Chojnice;pomorskie;ON+;5,42
01.02.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;ON+;5,69
01.02.2022;PKN ORLEN; Bogumińska 254, Chałupki k/Gorzyc;śląskie;ON+;5,46
01.02.2022;PKN ORLEN; Lotników Polskich 60, Świdnik;lubelskie;LPG;2,61
01.02.2022;PKN ORLEN; Grunwaldzka 181, Bydgoszcz;kujawsko-pomorskie;LPG;2,73
01.02.2022;PKN ORLEN; Grunwaldzka 142, Bydgoszcz;kujawsko-pomorskie;LPG;2,73
01.02.2022;PKN ORLEN; Kościerska , Chojnice;pomorskie;LPG;2,80
01.02.2022;PKN ORLEN; Cmentarna 5, Lubań;dolnośląskie;LPG;2,77
01.02.2022;Shell; Grunwaldzka 203, Bydgoszcz;kujawsko-pomorskie;98;5,39
01.02.2022;Shell; Puławska 437, Warszawa;mazowieckie;98;5,15
01.02.2022;Shell; RTM. Witolda Pileckiego 101, Warszawa;mazowieckie;98;5,32
01.02.2022;Shell; Gubińska 6, Wrocław;dolnośląskie;98;5,39
01.02.2022;Shell; Krakowska, Jaworzno;śląskie;98;5,39
01.02.2022;Shell; Grunwaldzka 203, Bydgoszcz;kujawsko-pomorskie;ON+;5,78
01.02.2022;Shell; Kutrowskiego 29 B, Oława;dolnośląskie;100;5,23
01.02.2022;Shell; Witosa 20, Kraków;małopolskie;100;5,22
01.02.2022;Shell; Spółdzielcza 15, Bolesławiec;dolnośląskie;100;5,26
01.02.2022;Shell; Wiśniowa 87, Wrocław;dolnośląskie;100;5,22
01.02.2022;Shell; Św. Trójcy 34, Bydgoszcz;kujawsko-pomorskie;100;5,33
01.02.2022;Shell; Spacerowa 10, Czeladź;śląskie;95;5,24
01.02.2022;Shell; Sokratesa 11, Warszawa;mazowieckie;95;5,39
01.02.2022;Shell; Michalinek, Płońsk;mazowieckie;95;5,99
01.02.2022;Shell; Grunwaldzka 203, Bydgoszcz;kujawsko-pomorskie;95;5,29
01.02.2022;Shell; Grunwaldzka 203, Bydgoszcz;kujawsko-pomorskie;ON;5,29
01.02.2022;Shell; Puławska 437, Warszawa;mazowieckie;LPG;3,01
01.02.2022;Shell; Składowa 9, Białystok;podlaskie;LPG;2,67
01.02.2022;Shell; Rybacka 21, Lubań;dolnośląskie;LPG;2,77
01.02.2022;Shell; Grunwaldzka 203, Bydgoszcz;kujawsko-pomorskie;LPG;2,73
01.02.2022;BP; Grabiszyńska 266, Wrocław;dolnośląskie;95;5,14
01.02.2022;BP; Człuchowska , Chojnice;pomorskie;95;5,43
01.02.2022;BP; Objazdowa 8, Łask;łódzkie;95;5,95
01.02.2022;BP; Mławska 9, Ciechanów;mazowieckie;95;5,00
01.02.2022;BP; Aleja Powstańców Wielkopolskich 167, Piła;wielkopolskie;95;5,95
01.02.2022;BP; Kopernika 11, Tychy;śląskie;95+;5,49
01.02.2022;BP; Człuchowska , Chojnice;pomorskie;98;5,79
01.02.2022;BP; Rzgowska 252, Łódź;łódzkie;ON;5,49
01.02.2022;BP; Człuchowska , Chojnice;pomorskie;ON;5,49
01.02.2022;BP; Mławska 9, Ciechanów;mazowieckie;ON;5,33
01.02.2022;BP; Kurlandzka 2, Poznań;wielkopolskie;ON;5,29
01.02.2022;BP; Przyłęk 125A, Nowy Tomyśl;wielkopolskie;ON;6,09
01.02.2022;BP; Człuchowska , Chojnice;pomorskie;ON+;5,79
01.02.2022;BP; Człuchowska , Chojnice;pomorskie;LPG;2,88
01.02.2022;BP; Głogowska 15, Ostrów Wielkopolski;wielkopolskie;LPG;2,76
01.02.2022;BP; Aleja Legionów 155, Łomża;podlaskie;LPG;2,62
01.02.2022;BP; Kościuszki, Proszowice;małopolskie;LPG;3,09
